Index,Player,Tm,Year,Pos,PTS,FG,3P,2P,FT,TRB,AST,TOV,STL,BLK
14802,Johnny Newman,NJN,2000,SF,820,278,72,206,192,154,65,89,53,11
14803,Moochie Norris,HOU,2000,PG,207,69,12,57,57,68,94,30,23,1
14804,Dirk Nowitzki,DAL,2000,PF,1435,515,116,399,289,532,203,141,63,68
14805,Jermaine O'Neal,POR,2000,C,273,108,0,108,57,229,18,47,11,55
14806,Shaquille O'Neal*,LAL,2000,C,2344,956,0,956,432,1078,299,223,36,239
14807,Charles Oakley,TOR,2000,PF,548,234,14,220,66,540,253,154,102,45
14808,Lamar Odom,LAC,2000,SF,1259,449,59,390,302,595,317,258,91,95
14809,Hakeem Olajuwon*,HOU,2000,C,455,193,0,193,69,274,61,73,41,70
14810,Kevin Ollie,PHI,2000,PG,72,22,0,22,28,31,46,10,10,0
14811,Michael Olowokandi,LAC,2000,C,783,330,0,330,123,656,38,177,35,140
14812,Greg Ostertag,UTA,2000,C,367,124,0,124,119,482,18,79,20,172
14813,Bo Outlaw,ORL,2000,PF,490,204,0,204,82,525,245,133,113,148
14814,Doug Overton,BOS,2000,PG,152,61,10,51,20,33,53,20,10,0
14815,Billy Owens,TOT,2000,PF-SF,374,150,11,139,63,301,97,85,33,21
14816,Billy Owens,PHI,2000,PF,271,112,9,103,38,192,59,61,26,16
14817,Billy Owens,GSW,2000,SF,103,38,2,36,25,109,38,24,7,5
14818,Robert Pack,DAL,2000,PG,259,96,4,92,63,42,168,76,31,3
14819,Scott Padgett,UTA,2000,PF,120,44,13,31,19,88,25,22,14,8
14820,Milt Palacio,VAN,2000,PG,108,43,0,43,22,51,48,44,20,0
14821,Anthony Parker,ORL,2000,SG,57,24,1,23,8,27,10,11,8,4
14822,Cherokee Parks,VAN,2000,C,168,72,0,72,24,183,35,28,29,45
14823,Andrae Patterson,MIN,2000,PF,6,3,0,3,0,2,1,1,1,0
14824,Ruben Patterson,SEA,2000,SF,942,354,12,342,222,434,126,144,94,40
14825,Gary Payton*,SEA,2000,PG,1982,747,177,570,311,529,732,224,153,18
14826,Anthony Peeler,MIN,2000,SG,804,316,85,231,87,232,195,85,62,10
14827,Will Perdue,CHI,2000,C,168,59,0,59,50,262,65,78,14,42
14828,Sam Perkins,IND,2000,PF,537,184,89,95,80,289,68,63,31,33
14829,Elliot Perry,NJN,2000,PG,317,128,11,117,50,61,139,60,39,1
14830,Chuck Person,SEA,2000,SF,102,37,24,13,4,53,22,12,5,2
14831,Wesley Person,CLE,2000,SG,727,280,106,174,61,267,146,60,40,19
14832,Bobby Phills,CHH,2000,SG,381,152,30,122,47,71,79,48,41,8
14833,Eric Piatkowski,LAC,2000,SF,654,238,93,145,85,222,81,57,44,13
14834,Paul Pierce,BOS,2000,SF,1427,486,96,390,359,396,221,178,152,62
14835,Scottie Pippen*,POR,2000,SF,1022,388,86,302,160,513,406,208,117,41
14836,Scot Pollard,SAC,2000,C,412,149,0,149,114,404,43,50,55,59
14837,Olden Polynice,UTA,2000,C,435,203,1,202,28,453,37,70,30,84
14838,Terry Porter,SAS,2000,PG,641,207,90,117,137,191,221,100,50,9
14839,James Posey,DEN,2000,SF,662,230,82,148,120,317,146,95,98,33
14840,Vitaly Potapenko,BOS,2000,C,723,307,0,307,109,499,77,145,41,29
14841,Brent Price,VAN,2000,PG,141,41,25,16,34,37,69,47,17,1
14842,Laron Profit,WAS,2000,SG,49,21,3,18,4,26,25,19,7,4
14843,Aleksandar Radojevic,TOR,2000,C,7,2,0,2,3,8,1,5,2,1
14844,Theo Ratliff,PHI,2000,PF,676,247,0,247,182,435,36,108,32,171
14845,Eldridge Recasner,CHH,2000,PG,7,3,1,2,0,4,5,0,0,0
14846,Bryant Reeves,VAN,2000,C,611,252,0,252,107,390,82,119,33,38
14847,Khalid Reeves,CHI,2000,PG,11,3,0,3,5,4,13,6,2,0
14848,Don Reid,TOT,2000,PF,144,60,0,60,24,102,11,23,24,31
14849,Don Reid,DET,2000,PF,35,16,0,16,3,25,1,11,5,12
14850,Don Reid,WAS,2000,PF,109,44,0,44,21,77,10,12,19,19
14851,J.R. Reid,MIL,2000,PF,150,53,1,52,43,117,18,20,19,5
14852,Rodrick Rhodes,DAL,2000,SF,0,0,0,0,0,1,0,2,2,0
14853,Glen Rice,LAL,2000,SF,1272,421,84,337,346,327,176,114,47,12
14854,Mitch Richmond*,WAS,2000,SG,1285,447,93,354,298,213,185,154,110,13
14855,Isaiah Rider,ATL,2000,SG,1158,449,56,393,204,258,219,168,41,6
14856,Stanley Roberts,PHI,2000,C,10,5,0,5,0,15,3,2,1,1
14857,Ryan Robertson,SAC,2000,SG,5,2,0,2,1,0,0,0,0,0
14858,Clifford Robinson,PHO,2000,SF,1478,530,120,410,298,359,224,166,90,61
14859,David Robinson*,SAS,2000,C,1427,528,0,528,371,770,142,164,97,183
14860,Eddie Robinson,CHH,2000,SF,471,212,0,212,47,184,32,39,48,25
14861,Glenn Robinson,MIL,2000,SF,1693,690,86,604,227,485,193,223,78,41
14862,Dennis Rodman*,DAL,2000,PF,34,12,0,12,10,171,14,19,2,1
14863,Carlos Rogers,HOU,2000,C,422,170,1,169,81,275,42,63,14,34
14864,Rodney Rogers,PHO,2000,PF,1130,428,115,313,159,447,170,163,94,47
14865,Roy Rogers,DEN,2000,PF,89,35,0,35,19,80,9,10,2,38
14866,Sean Rooks,DAL,2000,C,309,122,0,122,65,248,68,70,29,52
14867,Jalen Rose,IND,2000,SF,1457,563,77,486,254,387,320,188,84,49
14868,Malik Rose,SAS,2000,PF,496,176,1,175,143,335,47,99,35,52
14869,Michael Ruffin,CHI,2000,PF,159,58,0,58,43,250,44,59,26,26
14870,Bryon Russell,UTA,2000,SF,1159,408,106,302,237,427,158,101,128,23
14871,Arvydas Sabonis*,POR,2000,C,778,302,7,295,167,513,118,97,43,78
14872,John Salley,LAL,2000,C,71,25,0,25,21,65,26,18,8,14
14873,Detlef Schrempf,POR,2000,SF,574,187,21,166,179,332,197,100,37,17
14874,Dennis Scott,VAN,2000,SF,369,125,71,54,48,106,69,30,28,9
14875,Malik Sealy,MIN,2000,SF,929,371,10,361,177,352,197,110,76,19
14876,Brian Shaw,LAL,2000,SG,305,123,18,105,41,216,201,75,35,14
14877,Dickey Simpkins,CHI,2000,PF,287,111,0,111,65,372,100,128,22,22
14878,Brian Skinner,LAC,2000,PF,179,68,0,68,43,201,11,37,16,44
14879,Joe Smith,MIN,2000,C,774,289,1,288,195,484,88,119,45,85
14880,Michael Smith,WAS,2000,SF,289,108,0,108,73,331,56,45,27,23
14881,Steve Smith,POR,2000,SG,1225,420,96,324,289,313,209,117,71,31
14882,Rik Smits,IND,2000,C,1018,431,0,431,156,401,85,108,20,100
14883,Eric Snow,PHI,2000,PG,651,257,11,246,126,261,624,162,140,8
14884,Felton Spencer,SAS,2000,C,50,15,0,15,20,39,3,9,6,8
14885,Latrell Sprewell,NYK,2000,SF,1524,568,44,524,344,349,332,226,109,22
14886,Ryan Stack,CLE,2000,PF,52,17,0,17,18,45,5,17,4,11
14887,Jerry Stackhouse,DET,2000,SG,1939,619,83,536,618,315,365,311,103,36
14888,John Starks,TOT,2000,SG,515,203,59,144,50,101,181,67,42,4
14889,John Starks,GSW,2000,SG,485,192,56,136,45,91,170,64,37,3
14890,John Starks,CHI,2000,SG,30,11,3,8,5,10,11,3,5,1
14891,Vladimir Stepania,SEA,2000,C,75,29,0,29,17,47,3,22,10,11
14892,Joe Stephens,VAN,2000,SF,41,19,0,19,3,36,11,6,7,3
14893,Michael Stewart,TOR,2000,C,58,20,0,20,18,94,6,17,5,19
14894,Bryant Stith,DEN,2000,SG,253,86,17,69,64,84,61,33,18,12
14895,John Stockton*,UTA,2000,PG,990,363,43,320,221,215,703,179,143,15
14896,Peja Stojakovic,SAC,2000,SF,877,321,100,221,135,276,106,88,52,7
14897,Damon Stoudamire,POR,2000,PG,974,386,80,306,122,243,405,149,77,1
14898,Erick Strickland,DAL,2000,SG,867,316,73,243,162,323,211,102,105,13
14899,Mark Strickland,MIA,2000,SF,284,122,0,122,40,140,22,24,15,18
14900,Rod Strickland,WAS,2000,PG,869,327,1,326,214,259,519,187,94,18
14901,Derek Strong,ORL,2000,PF,54,21,1,20,11,44,4,12,5,2
14902,Bruno Sundov,DAL,2000,C,26,12,0,12,2,12,2,4,2,2
14903,Bob Sura,CLE,2000,SG,1009,356,122,234,175,288,284,148,91,19
14904,Wally Szczerbiak,MIN,2000,SF,845,342,28,314,133,272,201,83,58,23
14905,Zan Tabak,IND,2000,C,37,16,0,16,5,32,4,11,3,9
14906,Johnny Taylor,TOT,2000,SF,11,5,1,4,0,6,1,2,1,1
14907,Johnny Taylor,DEN,2000,SF,0,0,0,0,0,1,0,0,0,0
14908,Johnny Taylor,ORL,2000,SF,11,5,1,4,0,5,1,2,1,1
14909,Maurice Taylor,LAC,2000,PF,1060,458,1,457,143,400,101,169,51,48
14910,Jason Terry,ATL,2000,PG,657,249,46,203,113,166,346,156,90,10
14911,Jamel Thomas,TOT,2000,SF,17,8,0,8,1,5,6,5,1,0
14912,Jamel Thomas,BOS,2000,SF,11,5,0,5,1,2,2,1,0,0
14913,Jamel Thomas,GSW,2000,SF,6,3,0,3,0,3,4,4,1,0
14914,John Thomas,TOR,2000,C,114,49,0,49,16,75,9,14,12,14
14915,Kenny Thomas,HOU,2000,PF,594,212,32,180,138,437,113,112,54,22
14916,Kurt Thomas,NYK,2000,PF,641,270,1,269,100,505,82,105,51,42
14917,Tim Thomas,MIL,2000,SF,945,347,63,284,188,332,113,129,59,31
14918,Otis Thorpe,MIA,2000,PF,279,125,0,125,29,166,33,59,26,9
14919,Robert Traylor,MIL,2000,PF,157,58,0,58,41,115,20,27,25,25
14920,Gary Trent,DAL,2000,SF,151,70,0,70,11,52,22,25,8,3
14921,Mirsad Turkcan,TOT,2000,PF,33,14,0,14,5,33,5,8,3,1
14922,Mirsad Turkcan,NYK,2000,PF,4,2,0,2,0,10,1,1,2,0
14923,Mirsad Turkcan,MIL,2000,PF,29,12,0,12,5,23,4,7,1,1
14924,Wayne Turner,BOS,2000,PG,4,1,0,1,2,3,5,3,0,0
14925,Nick Van,DEN,2000,PG,1275,473,133,340,196,311,714,221,68,11
14926,Keith Van,NJN,2000,PF,1535,559,84,475,333,676,158,245,64,60
14927,Jacque Vaughn,UTA,2000,PG,289,109,14,95,57,65,121,77,32,0
14928,Loy Vaught,DET,2000,PF,75,32,0,32,11,91,11,11,6,4
14929,Fred Vinson,SEA,2000,SG,13,5,2,3,1,1,0,4,3,0
14930,Antoine Walker,BOS,2000,PF,1680,648,73,575,311,652,305,259,117,32
14931,Samaki Walker,SAS,2000,PF,360,137,0,137,86,272,38,64,10,35
14932,Ben Wallace,ORL,2000,PF,390,168,0,168,54,665,67,67,72,130
14933,John Wallace,NYK,2000,SF,392,155,0,155,82,135,22,63,10,14
14934,Rasheed Wallace,POR,2000,PF,1325,542,8,534,233,566,142,157,87,107
14935,Rex Walters,MIA,2000,PG,93,38,5,33,12,36,65,29,6,0
14936,Charlie Ward,NYK,2000,PG,528,189,102,87,48,228,300,102,95,16
14937,Clarence Weatherspoon,MIA,2000,PF,565,215,0,215,135,449,93,100,51,49
14938,Chris Webber,SAC,2000,PF,1834,748,27,721,311,787,345,218,120,128
14939,Bonzi Wells,POR,2000,SF,580,236,20,216,88,182,97,97,69,12
14940,Bill Wennington,SAC,2000,C,14,6,0,6,2,19,1,1,2,2
14941,David Wesley,CHH,2000,PG,1116,407,88,319,214,225,463,159,109,11
14942,Doug West,VAN,2000,SG,152,59,0,59,34,71,43,19,12,8
14943,Mark West,PHO,2000,C,15,5,0,5,5,31,2,6,2,4
14944,Jahidi White,WAS,2000,C,569,228,0,228,113,553,15,94,31,83
14945,Chris Whitney,WAS,2000,PG,642,217,96,121,112,134,313,107,55,5
14946,Aaron Williams,WAS,2000,PF,616,235,0,235,146,409,58,80,41,92
14947,Alvin Williams,TOR,2000,PG,292,114,16,98,48,85,126,47,34,11
14948,Eric Williams,BOS,2000,SF,489,165,25,140,134,156,93,66,44,16
14949,Jason Williams,SAC,2000,PG,999,363,145,218,128,230,589,296,117,8
14950,Jerome Williams,DET,2000,PF,689,257,0,257,175,789,68,105,95,21
14951,Lorenzo Williams,WAS,2000,PF,14,7,0,7,0,25,1,3,3,6
14952,Monty Williams,ORL,2000,SF,651,263,2,261,123,250,106,109,46,17
14953,Scott Williams,MIL,2000,C,520,213,0,213,94,448,28,65,40,66
14954,Shammond Williams,SEA,2000,PG,225,84,24,60,33,52,78,40,18,0
14955,Walt Williams,HOU,2000,SF,827,312,102,210,101,306,157,113,49,44
14956,Corliss Williamson,SAC,2000,SF,785,311,0,311,163,290,82,110,38,19
14957,Kevin Willis,TOR,2000,PF,604,236,1,235,131,482,49,98,36,48
14958,Dedric Willoughby,CHI,2000,PG,190,61,29,32,39,51,66,37,23,2
14959,David Wingate,NYK,2000,SG,2,1,0,1,0,2,3,2,1,2
14960,Haywoode Workman,TOT,2000,PG,86,31,14,17,10,26,61,18,20,0
14961,Haywoode Workman,MIL,2000,PG,66,23,11,12,9,17,44,14,11,0
14962,Haywoode Workman,TOR,2000,PG,20,8,3,5,1,9,17,4,9,0
14963,Metta World,CHI,2000,SF,866,309,60,249,188,308,202,166,119,39
14964,Lorenzen Wright,ATL,2000,C,448,180,1,179,87,305,21,66,29,40
14965,Tim Young,GSW,2000,C,54,13,0,13,28,35,5,9,2,1
14966,,,,,,,,,,,,,,
14967,Mahmoud Abdul-Rauf,VAN,2001,PG,266,120,4,116,22,25,76,26,9,1
14968,Tariq Abdul-Wahad,DEN,2001,SG,111,43,4,39,21,59,22,34,14,13
14969,Shareef Abdur-Rahim,VAN,2001,SF,1663,604,12,592,443,735,250,231,90,77
14970,Cory Alexander,ORL,2001,PG,52,18,4,14,12,25,36,25,16,0
14971,Courtney Alexander,TOT,2001,PG,618,239,17,222,123,143,62,75,45,5
14972,Courtney Alexander,DAL,2001,PG,160,62,3,59,33,63,21,21,16,3
14973,Courtney Alexander,WAS,2001,PG,458,177,14,163,90,80,41,54,29,2
14974,Ray Allen,MIL,2001,SG,1806,628,202,426,348,428,374,204,124,20
14975,Rafer Alston,MIL,2001,PG,77,30,8,22,9,31,68,20,13,0
14976,John Amaechi,ORL,2001,C,650,237,0,237,176,268,74,124,28,29
14977,Derek Anderson,SAS,2001,SG,1269,413,101,312,342,363,301,165,120,14
14978,Kenny Anderson,BOS,2001,PG,246,88,11,77,59,73,134,52,44,2
14979,Nick Anderson,SAC,2001,SG,38,14,10,4,0,25,13,7,10,4
14980,Shandon Anderson,HOU,2001,SG,710,263,46,217,138,333,189,131,82,40
14981,Greg Anthony,POR,2001,PG,282,97,65,32,23,61,82,43,40,3
14982,Darrell Armstrong,ORL,2001,PG,1189,413,143,270,220,343,524,200,135,13
14983,Chucky Atkins,DET,2001,PG,971,380,121,259,90,173,330,149,67,5
14984,Stacey Augmon,POR,2001,SG,311,127,0,127,57,159,98,48,48,21
14985,Isaac Austin,VAN,2001,C,226,96,6,90,28,222,58,54,20,23
14986,William Avery,MIN,2001,PG,154,55,16,39,28,29,75,45,13,4
14987,Dalibor Bagaric,CHI,2001,C,47,17,0,17,13,56,10,21,9,16
14988,Vin Baker,SEA,2001,PF,927,347,1,346,232,430,90,158,38,73
14989,Erick Barkley,POR,2001,PG,19,8,3,5,0,3,6,5,2,0
14990,Dana Barros,DET,2001,PG,478,183,44,139,68,94,110,60,30,2
14991,Brent Barry,SEA,2001,SG,589,198,109,89,84,211,225,86,80,14
14992,Jon Barry,SAC,2001,SG,316,103,46,57,64,94,130,53,28,6
14993,Tony Battie,BOS,2001,C,260,108,0,108,44,233,16,37,27,60
14994,Raja Bell,PHI,2001,SG,5,2,1,1,0,1,0,2,1,0
14995,Jonathan Bender,IND,2001,SF,193,66,11,55,50,74,32,42,7,28
14996,Corey Benjamin,CHI,2001,PG,307,115,21,94,56,100,69,63,28,16
14997,David Benoit,UTA,2001,SF,178,71,5,66,31,81,22,28,6,6
14998,Travis Best,IND,2001,PG,918,347,37,310,187,222,473,127,110,11
14999,Mike Bibby,VAN,2001,PG,1301,525,108,417,143,304,685,248,107,12
15000,Chauncey Billups,MIN,2001,SG,713,248,73,175,144,158,260,111,51,11
15001,Mookie Blaylock,GSW,2001,PG,760,317,73,244,53,272,462,128,163,20
15002,Corie Blount,TOT,2001,PF,313,130,2,128,51,400,59,73,42,22
15003,Corie Blount,PHO,2001,PF,54,23,0,23,8,85,8,18,13,5
15004,Corie Blount,GSW,2001,PF,259,107,2,105,43,315,51,55,29,17
15005,Mark Blount,BOS,2001,C,248,101,0,101,46,231,32,62,39,76
15006,Muggsy Bogues,TOR,2001,PG,0,0,0,0,0,3,5,4,2,0
15007,Etdrick Bohannon,CLE,2001,PF,8,2,0,2,4,7,0,1,0,2
15008,Calvin Booth,TOT,2001,C,293,120,0,120,53,246,42,53,29,111
15009,Calvin Booth,WAS,2001,C,181,74,0,74,33,174,23,36,17,81
15010,Calvin Booth,DAL,2001,C,112,46,0,46,20,72,19,17,12,30
15011,Cal Bowdler,ATL,2001,SF,140,53,1,52,33,77,4,11,10,21
15012,Bruce Bowen,MIA,2001,SF,623,211,103,108,98,245,132,74,83,53
15013,Ryan Bowen,DEN,2001,SF,191,80,4,76,27,113,30,24,37,12
15014,Ira Bowman,ATL,2001,PG,0,0,0,0,0,2,7,1,0,0
15015,Earl Boykins,LAC,2001,PG,65,25,1,24,14,11,32,9,5,0
15016,Shawn Bradley,DAL,2001,C,579,219,1,218,140,608,38,88,36,228
15017,Elton Brand,CHI,2001,PF,1490,578,0,578,334,746,240,219,71,118
15018,Terrell Brandon,MIN,2001,PG,1250,511,33,478,195,298,583,155,161,21
15019,Chucky Brown,TOT,2001,SF,102,40,0,40,22,54,11,8,9,7
15020,Chucky Brown,GSW,2001,SF,24,9,0,9,6,18,5,2,3,1
15021,Chucky Brown,CLE,2001,SF,78,31,0,31,16,36,6,6,6,6
15022,Dee Brown,ORL,2001,PG,48,16,12,4,4,11,12,7,4,0
15023,P.J. Brown,CHH,2001,C,676,249,0,249,178,742,127,108,78,92
15024,Randy Brown,BOS,2001,PG,223,100,0,100,23,99,154,56,62,10
15025,Rick Brunson,TOT,2001,PG,46,18,2,16,8,21,31,17,8,1
15026,Rick Brunson,BOS,2001,PG,26,10,2,8,4,9,24,9,7,1
15027,Rick Brunson,NYK,2001,PG,20,8,0,8,4,12,7,8,1,0
15028,Kobe Bryant,LAL,2001,SG,1938,701,61,640,475,399,338,220,114,43
15029,Mark Bryant,DAL,2001,PF,19,8,0,8,3,21,3,5,1,2
15030,Greg Buckner,DAL,2001,SG,229,84,2,82,59,157,49,27,33,9
15031,Jud Buechler,DET,2001,SF,193,76,32,44,9,94,39,25,21,10
15032,Rodney Buford,PHI,2001,SF,248,104,16,88,24,74,17,29,17,6
15033,Matt Bullard,HOU,2001,PF,354,129,86,43,10,130,42,12,10,9
15034,Scott Burrell,CHH,2001,SF,17,7,2,5,1,3,1,0,3,0
15035,Jason Caffey,MIL,2001,PF,500,179,0,179,142,353,53,77,38,25
15036,Marcus Camby,NYK,2001,C,759,304,1,303,150,723,52,63,66,136
15037,Elden Campbell,CHH,2001,PF,1022,367,0,367,288,608,104,144,60,140
15038,Brian Cardinal,DET,2001,PF,31,10,0,10,11,23,3,9,7,2
15039,Chris Carr,BOS,2001,SG,169,53,17,36,46,44,11,19,4,3
15040,Anthony Carter,MIA,2001,PG,461,195,6,189,65,180,268,119,73,10
15041,Vince Carter,TOR,2001,SF,2070,762,162,600,384,416,291,167,114,82
15042,Sam Cassell,MIL,2001,PG,1381,537,30,507,277,290,580,220,88,8
15043,Kelvin Cato,HOU,2001,C,165,64,0,64,37,141,11,25,13,31
15044,Duane Causwell,MIA,2001,C,76,32,0,32,12,83,5,23,8,18
15045,Cedric Ceballos,TOT,2001,SF,261,101,22,79,37,106,20,32,16,7
15046,Cedric Ceballos,DET,2001,SF,75,28,11,17,8,26,7,9,6,3
15047,Cedric Ceballos,MIA,2001,SF,186,73,11,62,29,80,13,23,10,4
15048,Calbert Cheaney,DEN,2001,SG,21,10,0,10,1,20,9,5,4,2
15049,Chris Childs,TOT,2001,PG,362,135,32,103,60,202,355,156,59,15
15050,Chris Childs,NYK,2001,PG,245,93,20,73,39,138,236,98,37,7
15051,Chris Childs,TOR,2001,PG,117,42,12,30,21,64,119,58,22,8
15052,Doug Christie,SAC,2001,SG,996,311,94,217,280,355,289,154,183,45
15053,Keon Clark,TOT,2001,PF,640,249,0,249,142,434,72,90,32,154
15054,Keon Clark,DEN,2001,PF,227,82,0,82,63,186,34,48,16,44
15055,Keon Clark,TOR,2001,PF,413,167,0,167,79,248,38,42,16,110
15056,Mateen Cleaves,DET,2001,PG,422,160,5,155,97,132,207,139,49,1
15057,John Coker,GSW,2001,C,2,1,0,1,0,5,2,2,1,0
15058,Derrick Coleman,CHH,2001,PF,277,97,20,77,63,184,39,42,10,21
15059,Bimbo Coles,CLE,2001,PG,232,91,2,89,48,48,138,59,27,6
15060,Jason Collier,HOU,2001,C,71,27,0,27,17,37,6,11,2,3
15061,Sean Colson,TOT,2001,PG,15,6,1,5,2,6,10,2,1,0
15062,Sean Colson,ATL,2001,PG,0,0,0,0,0,3,3,2,0,0
15063,Sean Colson,HOU,2001,PG,15,6,1,5,2,3,7,0,1,0
15064,Tyrone Corbin,TOR,2001,SF,20,9,0,9,2,13,4,3,2,0
15065,Chris Crawford,ATL,2001,PF,318,122,6,116,68,110,37,62,21,16
15066,Jamal Crawford,CHI,2001,PG,282,107,41,66,27,89,141,85,43,14
15067,Austin Croshere,IND,2001,PF,822,276,70,206,200,387,92,136,36,50
15068,John Crotty,UTA,2001,PG,65,22,4,18,17,28,34,19,6,0
15069,Vonteego Cummings,GSW,2001,PG,483,178,48,130,79,137,227,91,67,14
15070,Bill Curley,TOT,2001,PF,63,25,1,24,12,37,3,16,7,9
15071,Bill Curley,DAL,2001,PF,3,1,0,1,1,0,0,2,1,1
15072,Bill Curley,GSW,2001,PF,60,24,1,23,11,37,3,14,6,8
15073,Dell Curry,TOR,2001,SG,429,162,62,100,43,85,75,39,27,8
15074,Michael Curry,DET,2001,SG,356,145,4,141,62,121,132,61,27,3
15075,Erick Dampier,GSW,2001,C,319,126,0,126,67,250,59,82,17,58
15076,Antonio Daniels,SAS,2001,PG,745,275,74,201,121,163,304,109,61,14
15077,Kornel David,TOT,2001,SF,62,25,0,25,12,52,7,11,6,4
15078,Kornel David,TOR,2001,SF,42,15,0,15,12,33,4,7,2,3
15079,Kornel David,DET,2001,SF,20,10,0,10,0,19,3,4,4,1
15080,Antonio Davis,TOR,2001,C,1069,375,0,375,319,787,106,135,22,151
15081,Baron Davis,CHH,2001,PG,1131,409,85,324,228,408,598,226,170,36
15082,Dale Davis,POR,2001,C,580,242,0,242,96,606,103,67,44,76
15083,Emanual Davis,SEA,2001,SG,361,133,50,83,45,154,137,77,64,12
15084,Hubert Davis,TOT,2001,PG,524,196,78,118,54,139,110,81,35,1
15085,Hubert Davis,DAL,2001,PG,371,139,58,81,35,109,61,56,29,1
15086,Hubert Davis,WAS,2001,PG,153,57,20,37,19,30,49,25,6,0
15087,Ricky Davis,MIA,2001,SG,32,12,1,11,7,7,11,5,5,2
15088,Terry Davis,DEN,2001,PF,33,12,0,12,9,53,7,5,1,1
15089,Todd Day,MIN,2001,SG,132,44,26,18,18,37,28,24,10,7
15090,Andrew DeClercq,ORL,2001,C,261,107,0,107,47,236,32,51,41,33
15091,Vinny Del,TOT,2001,PG,254,106,1,105,41,82,126,34,26,3
15092,Vinny Del,GSW,2001,PG,77,30,1,29,16,31,62,15,6,0
15093,Vinny Del,PHO,2001,PG,177,76,0,76,25,51,64,19,20,3
15094,Tony Delk,PHO,2001,SG,1005,383,54,329,185,261,160,101,75,17
15095,Derrick Dial,SAS,2001,SG,86,36,2,34,12,38,21,12,4,6
15096,Michael Dickerson,VAN,2001,SG,1142,425,86,339,206,229,233,162,62,27
15097,Vlade Divac,SAC,2001,C,974,364,4,360,242,673,231,192,87,93
15098,Michael Doleac,ORL,2001,C,490,220,0,220,50,273,65,59,37,41
15099,Keyon Dooling,LAC,2001,PG,449,148,28,120,125,89,177,94,41,11
15100,Sherman Douglas,NJN,2001,PG,338,122,8,114,86,74,144,79,36,4
15101,Bryce Drew,CHI,2001,PG,302,124,40,84,14,69,185,68,32,3
15102,Chris Dudley,PHO,2001,C,72,29,0,29,14,183,18,26,14,29
15103,Tim Duncan,SAS,2001,PF,1820,702,7,695,409,997,245,242,70,192
15104,Tyus Edney,IND,2001,PG,106,35,1,34,35,24,54,25,17,0
15105,Kevin Edwards,VAN,2001,SG,160,56,5,51,43,82,52,37,29,8
15106,Howard Eisley,DAL,2001,SG,741,265,107,158,104,197,295,102,99,12
15107,Obinna Ekezie,TOT,2001,PF,101,32,0,32,37,78,9,14,5,5
15108,Obinna Ekezie,WAS,2001,PF,101,32,0,32,37,76,9,14,5,5
15109,Obinna Ekezie,DAL,2001,PF,0,0,0,0,0,2,0,0,0,0
15110,Khalid El-Amin,CHI,2001,PG,314,115,28,87,56,81,145,54,48,2
15111,Mario Elie,PHO,2001,SG,299,104,36,68,55,155,131,60,58,12
15112,Sean Elliott,SAS,2001,SF,409,147,55,92,60,170,81,51,23,25
15113,LaPhonso Ellis,MIN,2001,PF,772,298,7,291,169,494,93,108,67,74
15114,Pervis Ellison,SEA,2001,C,6,2,0,2,2,12,3,3,0,2
15115,Evan Eschmeyer,NJN,2001,C,251,92,0,92,67,366,40,53,41,58
15116,Patrick Ewing*,SEA,2001,C,760,294,0,294,172,585,92,151,53,91
15117,Jamie Feick,NJN,2001,C,22,8,0,8,6,56,5,7,8,3
15118,Danny Ferry,SAS,2001,SF,448,178,70,108,22,223,71,50,28,21
15119,Michael Finley,DAL,2001,SF,1765,711,91,620,252,425,360,190,118,32
15120,Derek Fisher,LAL,2001,PG,229,77,25,52,50,59,87,29,39,2
15121,Marcus Fizer,CHI,2001,PF,683,278,10,268,117,313,76,124,30,19
15122,Danny Fortson,GSW,2001,PF,100,29,0,29,42,98,5,10,2,0
15123,Greg Foster,LAL,2001,C,125,56,3,53,10,112,32,25,9,12
15124,Jeff Foster,IND,2001,C,249,100,2,98,47,389,33,52,39,28
15125,Rick Fox,LAL,2001,SF,787,287,118,169,95,325,262,136,70,29
15126,Adonal Foyle,GSW,2001,C,342,156,0,156,30,405,48,79,31,156
15127,Steve Francis,HOU,2001,PG,1591,550,133,417,358,553,517,265,141,31
15128,Todd Fuller,MIA,2001,C,28,10,0,10,8,18,1,3,3,2
15129,Lawrence Funderburke,SAC,2001,PF,288,120,0,120,48,196,17,32,9,13
15130,Ruben Garces,TOT,2001,PF,16,7,0,7,2,29,5,5,3,2
15131,Ruben Garces,PHO,2001,PF,16,7,0,7,2,22,4,5,2,1
15132,Ruben Garces,GSW,2001,PF,0,0,0,0,0,7,1,0,1,1
15133,Chris Garner,GSW,2001,PG,19,7,0,7,5,12,18,9,7,1
15134,Kevin Garnett,MIN,2001,PF,1784,704,19,685,357,921,401,230,111,145
15135,Dean Garrett,MIN,2001,C,177,75,0,75,27,217,24,25,26,49
15136,Pat Garrity,ORL,2001,SF,628,223,97,126,85,210,51,68,40,15
15137,Chris Gatling,CLE,2001,PF,842,329,28,301,156,391,61,119,52,27
15138,Matt Geiger,PHI,2001,C,213,88,0,88,37,139,14,25,12,8
15139,Devean George,LAL,2001,SF,182,64,15,49,39,110,19,34,15,15
15140,Eddie Gill,NJN,2001,PG,39,16,3,13,4,9,24,10,4,1
15141,Kendall Gill,NJN,2001,SG,283,107,4,103,65,131,87,48,47,7
